0,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Point of Sale
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,0,0,1,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
1,0,0,0,0,0,0,0,Crimeware
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Denial of Service
0,1,1,0,0,0,0,0,Everything Else
1,1,1,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
1,1,1,0,0,0,0,0,Cyber-Espionage
1,1,1,0,0,0,0,0,Cyber-Espionage
0,1,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,0,0,1,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
1,0,0,0,0,0,0,0,Crimeware
1,1,1,0,0,0,0,0,Cyber-Espionage
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Denial of Service
1,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Crimeware
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,0,0,1,Point of Sale
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
1,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,0,0,0,1,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,0,0,0,0,0,0,0,Crimeware
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,0,0,1,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
1,0,0,0,0,0,0,0,Point of Sale
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,1,0,0,Lost and Stolen Assets
1,0,0,0,0,0,0,0,Crimeware
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,0,0,1,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Lost and Stolen Assets
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,0,1,0,0,0,0,0,Crimeware
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,1,0,0,0,0,0,0,Point of Sale
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,0,0,1,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,0,0,1,Everything Else
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,0,0,0,0,1,Everything Else
0,1,1,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,0,0,0,0,0,0,Point of Sale
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,1,0,0,0,Privilege Misuse
1,0,0,0,0,0,0,0,Crimeware
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,0,0,1,Everything Else
1,0,0,0,0,0,0,0,Point of Sale
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Crimeware
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,0,0,1,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,0,0,1,Everything Else
1,1,0,0,0,0,0,0,Crimeware
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,0,0,0,0,1,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,1,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
1,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,1,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,1,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Point of Sale
0,1,0,0,0,1,0,0,Web Applications
1,0,0,0,0,0,0,0,Crimeware
0,0,0,0,0,0,0,1,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
1,1,0,0,0,0,0,0,Point of Sale
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Point of Sale
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,1,0,0,0,0,0,Everything Else
0,0,0,1,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,0,0,0,0,0,0,0,Cyber-Espionage
1,1,0,0,0,0,0,0,Point of Sale
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,1,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,1,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Lost and Stolen Assets
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
1,0,0,0,0,0,0,0,Crimeware
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Denial of Service
1,1,1,0,0,0,0,0,Cyber-Espionage
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,1,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Denial of Service
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
1,0,0,0,0,0,0,0,Crimeware
0,1,0,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,1,0,0,0,0,0,Everything Else
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Payment Card Skimmers
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,0,0,0,0,0,Web Applications
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
1,1,0,0,0,0,0,0,Crimeware
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,1,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Everything Else
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Web Applications
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Everything Else
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Web Applications
0,0,0,0,0,1,0,0,Miscellaneous Errors
0,1,0,0,0,0,0,0,Everything Else
0,0,1,1,0,0,0,0,Lost and Stolen Assets
0,1,0,0,0,0,0,0,Denial of Service
0,0,0,1,0,0,0,0,Lost and Stolen Assets
0,0,0,0,1,0,0,0,Privilege Misuse
0,0,0,0,0,1,0,0,Miscellaneous Errors
1,1,0,0,0,0,0,0,Cyber-Espionage
0,0,0,0,0,1,0,0,Miscellaneous Errors
